classification,Category,Bulgarian,Pronunciation,English,Grammar_Notes,Unnamed: 6,Unnamed: 7,Unnamed: 8
Bulgarian_reference,Health,рецепта,retsepta,prescription,-,nan,nan,nan
Bulgarian_reference,Health,лекарство,lekarstvo,medicine,-,nan,nan,nan
Bulgarian_reference,Health,температура,temperatura,temperature,-,nan,nan,nan
Bulgarian_reference,Health,главоболие,glavobolie,headache,-,nan,nan,nan
Bulgarian_reference,Health,стомашна болка,stomahobolie,stomach ache,-,nan,nan,nan
Bulgarian_reference,Health,грип,grip,flu,-,nan,nan,nan
Bulgarian_reference,Health,настинка,nastinka,cold (illness),-,nan,nan,nan
Bulgarian_reference,Health,симптом,simptom,symptom,-,nan,nan,nan
Bulgarian_reference,Health,диагноза,diagnoza,diagnosis,-,nan,nan,nan
Bulgarian_reference,Health,лечение,lechenie,treatment,-,nan,nan,nan
Bulgarian_reference,House,стая,staya,room,-,nan,nan,nan
Bulgarian_reference,House,кухня,kuhnya,kitchen,-,nan,nan,nan
Bulgarian_reference,House,баня,banya,bathroom,-,nan,nan,nan
Bulgarian_reference,House,спалня,spalnya,bedroom,-,nan,nan,nan
Bulgarian_reference,House,хол,hol,living room,-,nan,nan,nan
Bulgarian_reference,House,врата,vrata,door,-,nan,nan,nan
Bulgarian_reference,House,прозорец,prozorets,window,-,nan,nan,nan
Bulgarian_reference,House,стена,stena,wall,-,nan,nan,nan
Bulgarian_reference,House,под,poda,floor,-,nan,nan,nan
Bulgarian_reference,House,таван,tavan,ceiling,-,nan,nan,nan
Bulgarian_reference,House,мебели,mebeli,furniture,-,nan,nan,nan
Bulgarian_reference,House,стол,stol,chair,-,nan,nan,nan
Bulgarian_reference,House,маса,masa,table,-,nan,nan,nan
Bulgarian_reference,House,легло,leglo,bed,-,nan,nan,nan
Bulgarian_reference,House,лампа,lampa,lamp,-,nan,nan,nan
Bulgarian_reference,Nature,дърво,dÅ­rvo,tree,-,nan,nan,nan
Bulgarian_reference,Nature,цвете,tsvete,flower,-,nan,nan,nan
Bulgarian_reference,Nature,трева,treva,grass,-,nan,nan,nan
Bulgarian_reference,Nature,планина,planina,mountain,-,nan,nan,nan
Bulgarian_reference,Nature,река,reka,river,-,nan,nan,nan
Bulgarian_reference,Nature,езеро,ezero,lake,-,nan,nan,nan
Bulgarian_reference,Nature,море,more,sea,-,nan,nan,nan
Bulgarian_reference,Nature,океан,okean,ocean,-,nan,nan,nan
Bulgarian_reference,Nature,пясък,pyasÅ­k,sand,-,nan,nan,nan
Bulgarian_reference,Nature,камък,kamÅ­k,stone,-,nan,nan,nan
Bulgarian_reference,Nature,небе,nebe,sky,-,nan,nan,nan
Bulgarian_reference,Nature,слънце,slÅ­ntse,sun,-,nan,nan,nan
Bulgarian_reference,Nature,луна,luna,moon,-,nan,nan,nan
Bulgarian_reference,Nature,звезда,zvezda,star,-,nan,nan,nan
Bulgarian_reference,Nature,облак,oblak,cloud,-,nan,nan,nan
Bulgarian_reference,Negation,не,ne,not,-,nan,nan,nan
Bulgarian_reference,Negation,никой,nikoy,nobody,-,nan,nan,nan
Bulgarian_reference,Negation,нищо,nishto,nothing,-,nan,nan,nan
Bulgarian_reference,Negation,никога,nikoga,never,-,nan,nan,nan
Bulgarian_reference,Negation,никъде,nikÅ­de,nowhere,-,nan,nan,nan
Bulgarian_reference,Negation,ничий,nichiy,no one's,-,nan,nan,nan
Bulgarian_reference,Negation,не,ne,no,not,nan,nan,nan
Bulgarian_reference,Nouns,човек,chovek,person,Masculine,nan,nan,nan
Bulgarian_reference,Nouns,жена,zhena,woman,Feminine,nan,nan,nan
Bulgarian_reference,Nouns,мъж,mÅ­zh,man,Masculine,nan,nan,nan
Bulgarian_reference,Nouns,дете,dete,child,Neuter,nan,nan,nan
Bulgarian_reference,Nouns,учител,uchitel,teacher,Masculine,nan,nan,nan
Bulgarian_reference,Nouns,учител,uchitelka,teacher,Feminine,nan,nan,nan
Bulgarian_reference,Nouns,къща,kÅ­shta,house,Feminine,nan,nan,nan
Bulgarian_reference,Nouns,кола,kola,car,Feminine,nan,nan,nan
Bulgarian_reference,Nouns,книга,kniga,book,Feminine,nan,nan,nan
Bulgarian_reference,Nouns,град,grad,city,Masculine,nan,nan,nan
Bulgarian_reference,Nouns,държава,dÅ­rzhava,country,Feminine,nan,nan,nan
Bulgarian_reference,Nouns,език,ezik,language/tongue,Masculine,nan,nan,nan
Bulgarian_reference,Nouns,време,vreme,time/weather,Neuter,nan,nan,nan
Bulgarian_reference,Nouns,работа,rabota,work,Feminine,nan,nan,nan
Bulgarian_reference,Nouns,ден,den,day,Masculine,nan,nan,nan
Bulgarian_reference,Nouns,молив,moliv,pencil,Masculine.,nan,nan,nan
Bulgarian_reference,Nouns,книга,kniga,book,Feminine.,nan,nan,nan
Bulgarian_reference,Nouns,дете,dete,child,Neuter.,nan,nan,nan
Bulgarian_reference,Nouns,учител,uchitel,(male) teacher,Masculine.,nan,nan,nan
Bulgarian_reference,Nouns,учителка,uchitelka,(female) teacher,Feminine.,nan,nan,nan
Bulgarian_reference,Numbers,нула,nula,zero,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,един,edno,one,Neuter form,nan,nan,nan
Bulgarian_reference,Numbers,една,edna,one,Feminine form,nan,nan,nan
Bulgarian_reference,Numbers,едно,edin,one,Masculine form,nan,nan,nan
Bulgarian_reference,Numbers,две,dve,two,Feminine/Neuter form,nan,nan,nan
Bulgarian_reference,Numbers,двама,dvama,two (people),masc.),Masculine animate form,nan,nan
Bulgarian_reference,Numbers,три,tri,three,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,четири,chetiri,four,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,пет,pet,five,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,шест,shest,six,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,седем,sedem,seven,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,осем,osem,eight,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,девет,devet,nine,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,десет,deset,ten,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,единадесет,edinadeset,eleven,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,дванадесет,dvanadeset,twelve,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,тринадесет,trinadeset,thirteen,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,четиринадесет,chetirinadeset,fourteen,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,петнадесет,petnadeset,fifteen,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,шестнадесет,shestnadeset,sixteen,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,седемнадесет,sedemnadeset,seventeen,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,осемнадесет,osemnadeset,eighteen,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,деветнадесет,devetnadeset,nineteen,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,двадесет,dvadeset,twenty,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,двадесет и едно,dvadeset i edno,21,Compound cardinal,nan,nan,nan
Bulgarian_reference,Numbers,двадесет и две,dvadeset i dve,22,Compound cardinal,nan,nan,nan
Bulgarian_reference,Numbers,двадесет и три,dvadeset i tri,23,Compound cardinal,nan,nan,nan
Bulgarian_reference,Numbers,двадесет и четири,dvadeset i chetiri,24,Compound cardinal,nan,nan,nan
Bulgarian_reference,Numbers,двадесет и пет,dvadeset i pet,25,Compound cardinal,nan,nan,nan
Bulgarian_reference,Numbers,двадесет и шест,dvadeset i shest,26,Compound cardinal,nan,nan,nan
Bulgarian_reference,Numbers,двадесет и седем,dvadeset i sedem,27,Compound cardinal,nan,nan,nan
Bulgarian_reference,Numbers,двадесет и осем,dvadeset i osem,28,Compound cardinal,nan,nan,nan
Bulgarian_reference,Numbers,двадесет и девет,dvadeset i devet,29,Compound cardinal,nan,nan,nan
Bulgarian_reference,Numbers,тридесет,trideset,30,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,четиридесет,chetirideset,40,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,петдесет,petdeset,50,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,шестдесет,shestdeset,60,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,седемдесет,sedemdeset,70,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,осемдесет,osemdeset,80,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,деветдесет,devetdeset,90,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,деветдесет и девет,devetdeset i devet,99,Compound cardinal,nan,nan,nan
Bulgarian_reference,Numbers,сто,sto,100,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,двеста,dvesta,200,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,триста,trista,300,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,четиристотин,chetiristotin,400,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,петстотин,petstotin,500,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,шестстотин,sheststotin,600,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,седемстотин,sedemstotin,700,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,осемстотин,osemstotin,800,Cardinal number,nan,nan,nan
Bulgarian_reference,Numbers,деветстотин,devetstotin,900,Cardinal number,nan,nan,nan
Bulgarian_reference,Phrases,Здравей,Zdravey,Hello (informal),-,nan,nan,nan
Bulgarian_reference,Phrases,Добро утро,Dobro utro,Good morning,-,nan,nan,nan
Bulgarian_reference,Phrases,Добър ден,DobÅ­r den,Good day,-,nan,nan,nan
Bulgarian_reference,Phrases,Добър вечер,DobÅ­r vecher,Good evening,-,nan,nan,nan
Bulgarian_reference,Phrases,Лека нощ,Leka nosht,Good night,-,nan,nan,nan
Bulgarian_reference,Phrases,Довиждане,Dovizhdane,Goodbye,-,nan,nan,nan
Bulgarian_reference,Phrases,До скоро,Do skoro,See you soon,-,nan,nan,nan
Bulgarian_reference,Phrases,Как се казваш?,Kak se kazvash?,What's your name?,-,nan,nan,nan
Bulgarian_reference,Phrases,Казвам се...,Kazvam se...,My name is...,-,nan,nan,nan
Bulgarian_reference,Phrases,Как си?,Kak si?,How are you? (informal),-,nan,nan,nan
Bulgarian_reference,Phrases,Добре съм,Dobre sÅ­m,I'm fine,-,nan,nan,nan
Bulgarian_reference,Phrases,Благодаря,Blagodarya,Thank you,-,nan,nan,nan
Bulgarian_reference,Phrases,Моля,Molya,Please/You're welcome,-,nan,nan,nan
Bulgarian_reference,Phrases,Извинете/Съжалявам,Izvinete,Excuse me/Sorry,-,nan,nan,nan
Bulgarian_reference,Phrases,Да,Da,Yes,-,nan,nan,nan
Bulgarian_reference,Phrases,Не,Ne,No,-,nan,nan,nan
Bulgarian_reference,Phrases,Разбира се,Razbira se,Of course,-,nan,nan,nan
Bulgarian_reference,Phrases,Не разбирам,Ne razbiram,I don't understand,-,nan,nan,nan
Bulgarian_reference,Phrases,Говорите ли английски?,Govorite li angliyski?,Do you speak English?,-,nan,nan,nan
Bulgarian_reference,Phrases,Колко е часът?,Kolko e chasÅ­t?,What time is it?,-,nan,nan,nan
Bulgarian_reference,Phrases,Къде е...,KÅ­de e...,Where is...,-,nan,nan,nan
Bulgarian_reference,Phrases,Добре съм.,Dobre sÅ­m.,I'm fine.,-,nan,nan,nan
Bulgarian_reference,Phrases,Моля.,Molya.,Please./You're welcome.,-,nan,nan,nan
Bulgarian_reference,Phrases,Благодаря.,Blagodarya.,Thank you.,-,nan,nan,nan
Bulgarian_reference,Phrases,Извинете./Съжалявам.,Izvinete.,Excuse me./Sorry.,-,nan,nan,nan
Bulgarian_reference,Phrases,Да.,Da.,Yes.,-,nan,nan,nan
Bulgarian_reference,Phrases,Не.,Ne.,No.,-,nan,nan,nan
Bulgarian_reference,Phrases,Довиждане.,Dovizhdane.,Goodbye.,-,nan,nan,nan
Bulgarian_reference,Plural,моливи,molivi,pencils,Masculine plural,nan,nan,nan
Bulgarian_reference,Plural,книги,knigi,books,Feminine plural,nan,nan,nan
Bulgarian_reference,Plural,деца,deca,children,Neuter plural,nan,nan,nan
Bulgarian_reference,Plural,градове,gradove,cities,Masculine plural,nan,nan,nan
Bulgarian_reference,Plural,жени,zheni,women,Feminine plural,nan,nan,nan
Bulgarian_reference,Plural,моливи,molivi,pencils,Masculine plural.,nan,nan,nan
Bulgarian_reference,Plural,книги,knigi,books,Feminine plural (often ends with -Ð¸).,nan,nan,nan
Bulgarian_reference,Plural,деца,deca,children,Neuter plural (irregular).,nan,nan,nan
Bulgarian_reference,Plural,учители,uchiteli,teachers,Masculine plural.,nan,nan,nan
Bulgarian_reference,Prepositions,на,na,on/at/to,-,nan,nan,nan
Bulgarian_reference,Prepositions,в,v,in/into,-,nan,nan,nan
Bulgarian_reference,Prepositions,с,s,with,-,nan,nan,nan
Bulgarian_reference,Prepositions,без,bez,without,-,nan,nan,nan
Bulgarian_reference,Prepositions,за,za,for,-,nan,nan,nan
Bulgarian_reference,Prepositions,от,ot,from,-,nan,nan,nan
Bulgarian_reference,Prepositions,до,do,until/to,-,nan,nan,nan
Bulgarian_reference,Prepositions,при,pri,near/at,-,nan,nan,nan
Bulgarian_reference,Prepositions,срещу,protiv,against,-,nan,nan,nan
Bulgarian_reference,Prepositions,след,sled,after,-,nan,nan,nan
Bulgarian_reference,Prepositions,на,na,of	 to,-,nan,nan,nan
Bulgarian_reference,Prepositions,в,v,in	 at,-,nan,nan,nan
Bulgarian_reference,Prepositions,за,za,for	 about,-,nan,nan,nan
Bulgarian_reference,Prepositions,от,ot,from	 by,-,nan,nan,nan
Bulgarian_reference,Prepositions,до,do,until	 up to,-,nan,nan,nan
Bulgarian_reference,Professions,лекар,lekar,doctor,-,nan,nan,nan
Bulgarian_reference,Professions,медицинска сестра,medicinska sestra,nurse,-,nan,nan,nan
Bulgarian_reference,Professions,учител,uchitel,teacher,-,nan,nan,nan
Bulgarian_reference,Professions,инженер,inzhener,engineer,-,nan,nan,nan
Bulgarian_reference,Professions,програмист,programist,programmer,-,nan,nan,nan
Bulgarian_reference,Professions,готвач,gotvach,cook,-,nan,nan,nan
Bulgarian_reference,Professions,чиновник,sluzhitel,clerk,-,nan,nan,nan
Bulgarian_reference,Professions,шофьор,shofyor,driver,-,nan,nan,nan
Bulgarian_reference,Professions,полицай,politsay,police officer,-,nan,nan,nan
Bulgarian_reference,Professions,пожарникар,pozharnikar,firefighter,-,nan,nan,nan
Bulgarian_reference,Professions,адвокат,advokat,lawyer,-,nan,nan,nan
Bulgarian_reference,Professions,архитект,arhitekt,architect,-,nan,nan,nan
Bulgarian_reference,Professions,художник,hudozhnik,artist,-,nan,nan,nan
Bulgarian_reference,Professions,музикант,muzikant,musician,-,nan,nan,nan
Bulgarian_reference,Professions,писател,pisatel,writer,-,nan,nan,nan
Bulgarian_reference,Pronouns,аз,az,I,Nominative,nan,nan,nan
Bulgarian_reference,Pronouns,ти,ti,you (sing),Nominative,nan,nan,nan
Bulgarian_reference,Pronouns,той,toy,he,Nominative,nan,nan,nan
Bulgarian_reference,Pronouns,тя,tya,she,Nominative,nan,nan,nan
Bulgarian_reference,Pronouns,то,to,it,Nominative,nan,nan,nan
Bulgarian_reference,Pronouns,ние,nie,we,Nominative,nan,nan,nan
Bulgarian_reference,Pronouns,вие,vie,you (pl/formal),Nominative,nan,nan,nan
Bulgarian_reference,Pronouns,те,te,they,Nominative,nan,nan,nan
Bulgarian_reference,Pronouns,мен,men,me,Accusative,nan,nan,nan
Bulgarian_reference,Pronouns,мен,men,me,Dative,nan,nan,nan
Bulgarian_reference,Pronouns,теб,teb,you,Accusative,nan,nan,nan
Bulgarian_reference,Pronouns,теб,teb,you,Dative,nan,nan,nan
Bulgarian_reference,Pronouns,него,nego,him,Accusative,nan,nan,nan
Bulgarian_reference,Pronouns,него,mu,him,Dative,nan,nan,nan
Bulgarian_reference,Pronouns,нея,neya,her,Accusative,nan,nan,nan
Bulgarian_reference,Pronouns,нея,i,her,Dative,nan,nan,nan
Bulgarian_reference,Pronouns,мой,moya,my,Masc possessive,nan,nan,nan
Bulgarian_reference,Pronouns,моя,moyata,my,Fem possessive,nan,nan,nan
Bulgarian_reference,Pronouns,твой,tvoy,your,Masc possessive,nan,nan,nan
Bulgarian_reference,Pronouns,твоя,tvoyata,your,Fem possessive,nan,nan,nan
Bulgarian_reference,Pronouns,аз,az,I,Subject pronoun.,nan,nan,nan
Bulgarian_reference,Pronouns,ти,ti,you (informal singular),Subject pronoun.,nan,nan,nan
Bulgarian_reference,Pronouns,той,toy,he,Subject pronoun.,nan,nan,nan
Bulgarian_reference,Pronouns,тя,tya,she,Subject pronoun.,nan,nan,nan
Bulgarian_reference,Pronouns,то,to,it,Subject pronoun.,nan,nan,nan
Bulgarian_reference,Pronouns,ние,nie,we,Subject pronoun.,nan,nan,nan
Bulgarian_reference,Pronouns,вие,vie,you (formal or plural),Subject pronoun.,nan,nan,nan
Bulgarian_reference,Pronouns,те,te,they,Subject pronoun.,nan,nan,nan
Bulgarian_reference,Pronouns,мен,men,me,Object pronoun.,nan,nan,nan
Bulgarian_reference,Pronouns,теб,teb,you,Object pronoun.,nan,nan,nan
Bulgarian_reference,Pronouns,него,nego,him,Object pronoun.,nan,nan,nan
Bulgarian_reference,Pronouns,нея,neya,her,Object pronoun.,nan,nan,nan
Bulgarian_reference,Pronouns,нас,nas,us,Object pronoun.,nan,nan,nan
Bulgarian_reference,Pronouns,вас,vas,you,Object pronoun.,nan,nan,nan
Bulgarian_reference,Pronouns,тях,tyah,them,Object pronoun.,nan,nan,nan
Bulgarian_reference,Questions,кой,koy,who,-,nan,nan,nan
Bulgarian_reference,Questions,какво,kakvo,what,-,nan,nan,nan
Bulgarian_reference,Questions,къде,kÅ­de,where,-,nan,nan,nan
Bulgarian_reference,Questions,кога,koga,when,-,nan,nan,nan
Bulgarian_reference,Questions,защо,zashto,why,-,nan,nan,nan
Bulgarian_reference,Questions,как,kak,how,-,nan,nan,nan
Bulgarian_reference,Questions,кой,koy,which,-,nan,nan,nan
Bulgarian_reference,Questions,чий,chiy,whose,-,nan,nan,nan
Bulgarian_reference,Questions,колко,kolko,how much/many,-,nan,nan,nan
Bulgarian_reference,Questions,какъв,kakÅ­v,what kind,-,nan,nan,nan
Bulgarian_reference,Questions,колко,kolko,how much/how many,-,nan,nan,nan
Bulgarian_reference,Shopping,пари,pari,money,-,nan,nan,nan
Bulgarian_reference,Shopping,цена,tsena,price,-,nan,nan,nan
Bulgarian_reference,Shopping,скъп,skÅ­p,expensive,-,nan,nan,nan
Bulgarian_reference,Shopping,евтин,evtin,cheap,-,nan,nan,nan
Bulgarian_reference,Shopping,магазин,magazin,shop,-,nan,nan,nan
Bulgarian_reference,Shopping,купувам,kupuvam,to buy,-,nan,nan,nan
Bulgarian_reference,Shopping,продавам,prodavam,to sell,-,nan,nan,nan
Bulgarian_reference,Shopping,плащам,plashtam,to pay,-,nan,nan,nan
Bulgarian_reference,Shopping,касиер,kasier,cashier,-,nan,nan,nan
Bulgarian_reference,Shopping,количка,kolichka,shopping cart,-,nan,nan,nan
Bulgarian_reference,Shopping,отстъпка,otstÅ­pka,discount,-,nan,nan,nan
Bulgarian_reference,Shopping,размер,razmer,size,-,nan,nan,nan
Bulgarian_reference,Shopping,сметка,smetka,bill,-,nan,nan,nan
Bulgarian_reference,Shopping,кредитна карта,kreditna karta,credit card,-,nan,nan,nan
Bulgarian_reference,Shopping,пазар,pazar,market,-,nan,nan,nan
Bulgarian_reference,Sports,футбол,futbol,football/soccer,-,nan,nan,nan
Bulgarian_reference,Sports,баскетбол,basketbol,basketball,-,nan,nan,nan
Bulgarian_reference,Sports,волейбол,voleybol,volleyball,-,nan,nan,nan
Bulgarian_reference,Sports,тенис,tenis,tennis,-,nan,nan,nan
Bulgarian_reference,Sports,плуване,pluvane,swimming,-,nan,nan,nan
Bulgarian_reference,Sports,бягане,byagane,running,-,nan,nan,nan
Bulgarian_reference,Sports,колоездене,kolezdene,cycling,-,nan,nan,nan
Bulgarian_reference,Sports,ски,ski,skiing,-,nan,nan,nan
Bulgarian_reference,Sports,гимнастика,gimnastika,gymnastics,-,nan,nan,nan
Bulgarian_reference,Sports,борба,borba,wrestling,-,nan,nan,nan
Bulgarian_reference,Sports,бокс,boks,boxing,-,nan,nan,nan
Bulgarian_reference,Sports,хокей,hokey,hockey,-,nan,nan,nan
Bulgarian_reference,Sports,гол,gol,goal,-,nan,nan,nan
Bulgarian_reference,Sports,отбор,otbor,team,-,nan,nan,nan
Bulgarian_reference,Sports,играч,igrach,player,-,nan,nan,nan
Bulgarian_reference,Technology,компютър,kompyutar,computer,-,nan,nan,nan
Bulgarian_reference,Technology,телефон,telefon,telephone,-,nan,nan,nan
Bulgarian_reference,Technology,интернет,internet,internet,-,nan,nan,nan
Bulgarian_reference,Technology,софтуер,softuer,software,-,nan,nan,nan
Bulgarian_reference,Technology,хардуер,harduer,hardware,-,nan,nan,nan
Bulgarian_reference,Technology,приложение,prilozhenie,application,-,nan,nan,nan
Bulgarian_reference,Technology,уебсайт,websait,website,-,nan,nan,nan
Bulgarian_reference,Technology,имейл,imeyl,email,-,nan,nan,nan
Bulgarian_reference,Technology,парола,parola,password,-,nan,nan,nan
Bulgarian_reference,Technology,сървър,sÅ­rver,server,-,nan,nan,nan
Bulgarian_reference,Technology,данни,danni,data,-,nan,nan,nan
Bulgarian_reference,Technology,файл,fayl,file,-,nan,nan,nan
Bulgarian_reference,Technology,папка,papka,folder,-,nan,nan,nan
Bulgarian_reference,Technology,екран,ekran,screen,-,nan,nan,nan
Bulgarian_reference,Technology,клавиатура,klaviatura,keyboard,-,nan,nan,nan
Bulgarian_reference,Time,сега,sega,now,-,nan,nan,nan
Bulgarian_reference,Time,по-късно,posle,later,-,nan,nan,nan
Bulgarian_reference,Time,скоро,skoro,soon,-,nan,nan,nan
Bulgarian_reference,Time,вчера,vchera,yesterday,-,nan,nan,nan
Bulgarian_reference,Time,днес,dnes,today,-,nan,nan,nan
Bulgarian_reference,Time,утре,utre,tomorrow,-,nan,nan,nan
Bulgarian_reference,Time,сутрин,sutrin,morning,-,nan,nan,nan
Bulgarian_reference,Time,следобед,sledobed,afternoon,-,nan,nan,nan
Bulgarian_reference,Time,вечер,vecher,evening,-,nan,nan,nan
Bulgarian_reference,Time,нощ,nosht,night,-,nan,nan,nan
Bulgarian_reference,Time,седмица,sedmitsa,week,-,nan,nan,nan
Bulgarian_reference,Time,месец,mesets,month,-,nan,nan,nan
Bulgarian_reference,Time,година,godina,year,-,nan,nan,nan
Bulgarian_reference,Time,Понеделник,ponedelnik,Monday,-,nan,nan,nan
Bulgarian_reference,Time,Вторник,vtornik,Tuesday,-,nan,nan,nan
Bulgarian_reference,Time,Сряда,sryada,Wednesday,-,nan,nan,nan
Bulgarian_reference,Time,Четвъртък,chetvÅ­rtÅ­k,Thursday,-,nan,nan,nan
Bulgarian_reference,Time,Петък,petÅ­k,Friday,-,nan,nan,nan
Bulgarian_reference,Time,Събота,sÅ­bota,Saturday,-,nan,nan,nan
Bulgarian_reference,Time,Неделя,nedelya,Sunday,-,nan,nan,nan
Bulgarian_reference,Travel,летище,letishte,airport,-,nan,nan,nan
Bulgarian_reference,Travel,влак,vlak,train,-,nan,nan,nan
Bulgarian_reference,Travel,автобус,avtobus,bus,-,nan,nan,nan
Bulgarian_reference,Travel,автобусна спирка,spirka,bus stop,-,nan,nan,nan
Bulgarian_reference,Travel,хотел,hotel,hotel,-,nan,nan,nan
Bulgarian_reference,Travel,стая,staya,room,-,nan,nan,nan
Bulgarian_reference,Travel,резервация,rezervatsiya,reservation,-,nan,nan,nan
Bulgarian_reference,Travel,паспорт,pasport,passport,-,nan,nan,nan
Bulgarian_reference,Travel,билет,bilet,ticket,-,nan,nan,nan
Bulgarian_reference,Travel,багаж,bagazh,luggage,-,nan,nan,nan
Bulgarian_reference,Travel,такси,taksi,taxi,-,nan,nan,nan
Bulgarian_reference,Travel,карта,karta,map,-,nan,nan,nan
Bulgarian_reference,Travel,пътувам,pÅ­tuvam,to travel,-,nan,nan,nan
Bulgarian_reference,Travel,пристигам,pristigam,to arrive,-,nan,nan,nan
Bulgarian_reference,Travel,заминавам,zaminavam,to depart,-,nan,nan,nan
Bulgarian_reference,Verb,съм,sÅ­m,to be,Present tense,nan,nan,nan
Bulgarian_reference,Verb,имам,imam,to have,Present tense,nan,nan,nan
Bulgarian_reference,Verb,отивам,otivam,to go,Present tense,nan,nan,nan
Bulgarian_reference,Verb,идвам,idvam,to come,Present tense,nan,nan,nan
Bulgarian_reference,Verb,правя,pravya,to do/make,Present tense,nan,nan,nan
Bulgarian_reference,Verb,казвам,kazvam,to say/tell,Present tense,nan,nan,nan
Bulgarian_reference,Verb,говоря,govorya,to speak,Present tense,nan,nan,nan
Bulgarian_reference,Verb,разбирам,razbiram,to understand,Present tense,nan,nan,nan
Bulgarian_reference,Verb,знам,znam,to know,Present tense,nan,nan,nan
Bulgarian_reference,Verb,чета,cheta,to read,Present tense,nan,nan,nan
Bulgarian_reference,Verb,пиша,pisha,to write,Present tense,nan,nan,nan
Bulgarian_reference,Verb,уча,ucha,to learn/study,Present tense,nan,nan,nan
Bulgarian_reference,Verb,работя,rabotya,to work,Present tense,nan,nan,nan
Bulgarian_reference,Verb,живея,zhiveya,to live,Present tense,nan,nan,nan
Bulgarian_reference,Verb,обичам,obicham,to love,Present tense,nan,nan,nan
Bulgarian_reference,Verb,искам,iskam,to want,Present tense,nan,nan,nan
Bulgarian_reference,Verb,трябва,tryabva,must/should,Defective verb,nan,nan,nan
Bulgarian_reference,Verb,съм,sÅ­m,to be,Present: Ð°Ð· ÑÑŠÐ¼,nan,nan,nan
Bulgarian_reference,Verb,имам,imam,to have,Present: Ð°Ð· Ð¸Ð¼Ð°Ð¼,nan,nan,nan
Bulgarian_reference,Verb,отивам,otivam,to go,Present: Ð°Ð· Ð¾Ñ‚Ð¸Ð²Ð°Ð¼,nan,nan,nan
Bulgarian_reference,Verb,правя,pravya,to do/make,Present: Ð°Ð· Ð¿Ñ€Ð°Ð²Ñ,nan,nan,nan
Bulgarian_reference,Verb,чета,cheta,to read,Present: Ð°Ð· Ñ‡ÐµÑ‚Ð°,nan,nan,nan
Bulgarian_reference,Verb,уча,ucha,to learn / study,Imperfective verb,nan,nan,nan
Bulgarian_reference,Verb,науча,naucha,to learn (complete),Perfective verb,nan,nan,nan
Bulgarian_reference,Verb,преподавам,prepodavam,to teach,Imperfective verb,nan,nan,nan
Bulgarian_reference,Verb,обяснявам,obyasnyavam,to explain,Imperfective verb,nan,nan,nan
Bulgarian_reference,Verb,обясня,obyasnya,to explain (complete),Perfective verb,nan,nan,nan
Bulgarian_reference,Verb,пиша,pisha,to write,Imperfective verb,nan,nan,nan
Bulgarian_reference,Verb,напиша,napisha,to write (complete),Perfective verb,nan,nan,nan
Bulgarian_reference,Verb,чета,cheta,to read,Imperfective verb,nan,nan,nan
Bulgarian_reference,Verb,прочета,procheta,to read (complete),Perfective verb,nan,nan,nan
Bulgarian_reference,Verb,отговарям,otgovaryam,to answer,Imperfective verb,nan,nan,nan
Bulgarian_reference,Verb,отговоря,otgovorya,to answer (complete),Perfective verb,nan,nan,nan
Bulgarian_reference,Verb,питам въпрос,zadavam vÅ­pros,to ask a question,Verb phrase,nan,nan,nan
Bulgarian_reference,Verb,мисля,mislya,to think,Imperfective verb,nan,nan,nan
Bulgarian_reference,Verb,разбирам,razbiram,to understand,Imperfective verb,nan,nan,nan
